Date,python,c#,javascript,java,php,c++,objective-c,r,swift,c,ruby,vb.net,perl
2008-12-1,3.598865979837,13.255000550093598,4.7503359540756,7.3213074395536,4.0078324108681995,5.3051356208682,0.6811652062751999,0.0118886067356,0.0,2.0545406513438,1.6722403727916,1.6794362653529995,0.8908710075358002
2009-1-1,3.7438229213154,13.569751703492997,4.898567392357,7.606639317315599,3.96306658387,5.5203073123482,0.7569488238079998,0.0220576673685998,0.001271132579,2.0121237587933996,1.5510496361484,1.6635710218427995,0.9293438188722002
2009-2-1,3.6876969828444004,14.182035523608794,5.0679653763862,7.358513289350998,4.1527288488246,5.4047286264442,0.9223545710845998,0.023761413306399803,0.0024188428967998,1.9316914739331996,1.4635362294202,1.6836001838485992,0.9303893968314002
2009-3-1,3.7361314551566003,14.546982830799994,5.056435621974399,7.183866533418798,4.1887353500128,5.323449299303201,1.0823924016021997,0.027706575550999802,0.0034051334577998,1.9363031299103994,1.4442800088425998,1.7365697083713993,0.8916565662307999
2009-4-1,3.7430396826692003,14.933382912579996,5.1279177961243985,7.109824381642999,4.3020487136032,5.1182049623746,1.2497513435991998,0.0374658737657998,0.0034051334577998,1.9572215482183997,1.5282101391403997,1.7331023425763992,0.8895311199405999
2009-5-1,3.7885167995886,15.050880439172596,5.202145266104798,7.142716862131799,4.4238621791792,5.0134122826114,1.4354107809961998,0.03735965196159981,0.0049698950271998,2.0227437981613994,1.5736988914329997,1.7152776047817995,0.8197483624541999
2009-6-1,3.7323013117104,14.801047475773995,5.306003888145598,7.1904964952744,4.7431474931994,4.8234654456756,1.6055177701127998,0.030759343336000007,0.0044125128495996,1.9751541930109995,1.6170861062381996,1.7123466645605994,0.8091882224889998
2009-7-1,3.7326003851286,14.564039793773796,5.307366937040398,7.213424981032799,5.1273660276464,4.767494848550601,1.7901007968945997,0.0521779584427998,0.0032648025317998,1.9315147658691996,1.5989482250759992,1.6664291067417996,0.7810460997141999
2009-8-1,3.6803292353157993,14.194549001035998,5.460693328364599,7.145242777474198,5.584136313989201,4.589747101469201,1.9344227223769999,0.0772102615945998,0.0035115956045998,1.8341769875363998,1.5724951211003992,1.6176681224395992,0.7993202495786
2009-9-1,3.6664091510567993,13.716051863738794,5.539965733753599,7.077738586209998,6.054478375365801,4.520173994405601,2.0202258306299994,0.1508041392617998,0.0047338280119998,1.7511062563389999,1.5253511897897991,1.5562765673141992,0.7998030322466001
2009-10-1,3.6727935962697993,13.551625262306995,5.552610245807,7.045057256877198,6.441125287455202,4.504760217868001,2.043123307045799,0.1897600404549998,0.0037241440145998,1.8049662172551997,1.4844873573697992,1.4568709531637993,0.8022058929846001
2009-11-1,3.7443745486279996,13.233677031295596,5.6097256034528,6.9842337766187965,6.724405604398001,4.532225265203601,2.0876473688403996,0.23547949336059978,0.004059078824,1.9515615639837995,1.518353497496599,1.380960080953999,0.7952722053810002
2009-12-1,3.8695481327206,12.885991348240797,5.7496071966166005,7.0113382655065974,6.968825240488002,4.503756982033801,2.0813966395067998,0.2464516947216,0.0045930814406,2.0685973923149996,1.513082016735999,1.3674749192591988,0.7739508112522002
2010-1-1,4.040867130507399,12.429870694430996,5.778381137721201,7.330186716937398,7.1631850534384025,4.5372971221622,2.0947777606753997,0.2596059132478,0.0033599978067999996,2.181971863503599,1.521530886271199,1.269402034408199,0.7539415132180002
2010-2-1,4.167108118284199,12.062643080723195,5.891703360804801,7.557246261162598,7.202598298811003,4.665566680042001,2.1248389172656,0.22950208071500006,0.0030368034285999995,2.297503977938999,1.5392975391663988,1.2457776654025992,0.7575950793812001
2010-3-1,4.176939947563599,11.768197539578797,5.907998750764202,7.880754318728198,7.3388156464530026,4.668473491136801,2.1458939441710005,0.24255525541920003,0.0024817258565999994,2.298607522342599,1.5338989067517985,1.267763993758999,0.7521491341744
2010-4-1,4.090471038189599,11.640939987917397,5.948398159847402,7.996544921393999,7.397013541163602,4.748409085740201,2.213746476143,0.25763523653020004,0.0022376429709999993,2.268697401767599,1.4939116182577987,1.277299395127999,0.7296263969786001
2010-5-1,4.020316746867598,11.543009185398398,5.968010787839402,8.1776281286104,7.433631080578602,4.801343555590401,2.3020538682652,0.2687430100072,0.0020908920291999996,2.270830899694199,1.4884354186327988,1.223726760821799,0.7012461937868001
2010-6-1,3.9439117001761987,11.471750840301798,6.046116541515002,8.0558848362228,7.370757844477401,4.925022246555001,2.3753220640380004,0.2908747338502001,0.0028129527905999996,2.247679355238799,1.4889226826201987,1.181779378611999,0.7135483796588
2010-7-1,3.9638446019707985,11.389291494850998,6.1417726205652015,7.9410985004593995,7.470944600256402,4.791297257831601,2.5615086228556003,0.3134386835748001,0.002244706511399999,2.2080374301261987,1.481004884836999,1.137337151606199,0.7016717573326001
2010-8-1,3.9529923311269983,11.2626742037566,6.254322551963801,7.715750309897999,7.649497972002402,4.684092475485801,2.7176481024074,0.3492520855268001,0.002876418450599999,2.2097873017805987,1.527026964040399,1.074479257136999,0.7236748985934001
2010-9-1,3.962374396309799,11.0409841691414,6.360587109156201,7.703925671238798,7.726114788451002,4.584474851383201,2.7958434524652,0.36247081492960015,0.002400574241599999,2.186673081371599,1.532469301575399,1.025383100417199,0.7280637076854001
2010-10-1,4.025854963527198,10.8666252239194,6.4096281229962,7.672696440226398,7.604477392678203,4.570913865898001,2.8379546050592,0.3760922056954002,0.0020133225667999994,2.185229036322999,1.5238223753743987,1.013383083073199,0.7741272196514
2010-11-1,3.982921271294798,10.758857827222398,6.4690913481428,7.741064506546797,7.603903802990603,4.523797853719401,2.8494624914301996,0.38168014733080013,0.0015799037449999993,2.252002837500199,1.4840118225885988,1.021628779373199,0.7609729378305999
